Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 140.0.7339.81,Contains the test cases of luma,,05-09-2025 15:12:33,05-09-2025 15:13:26,52.956s,PASSED
,,,,,,,
Test Cases/RegisterUser,Chrome 140.0.7339.81,,,05-09-2025 15:12:34,05-09-2025 15:13:07,32.985s,PASSED
"DATA BINDING - {""(Default) filep..."":""Include/Data Files/login_data.json"",""(Default) regis..."":""registrarionSucccessPage""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 15:12:35,05-09-2025 15:12:47,11.771s,PASSED
"ExtentManager.initReport(""UserRegistrationReport"")",Chrome 140.0.7339.81,,,05-09-2025 15:12:47,05-09-2025 15:12:50,2.361s,PASSED
"ExtentManager.createTest(""User Registration Test"")",Chrome 140.0.7339.81,,,05-09-2025 15:12:50,05-09-2025 15:12:50,0.040s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:12:50,05-09-2025 15:12:54,4.710s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:12:54,05-09-2025 15:13:01,6.672s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:01,05-09-2025 15:13:05,4.181s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:05,05-09-2025 15:13:06,0.835s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:06,05-09-2025 15:13:06,0.155s,PASSED
ExtentManager.flushReport(),Chrome 140.0.7339.81,,,05-09-2025 15:13:06,05-09-2025 15:13:07,0.699s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 15:13:07,05-09-2025 15:13:07,0.363s,PASSED
,,,,,,,
Test Cases/SignIn,Chrome 140.0.7339.81,,,05-09-2025 15:13:07,05-09-2025 15:13:26,18.493s,PASSED
"DATA BINDING - {""(Default) secti..."":""loginPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 15:13:07,05-09-2025 15:13:14,7.087s,PASSED
"ExtentManager.initReport(""LoginTestReport"")",Chrome 140.0.7339.81,,,05-09-2025 15:13:15,05-09-2025 15:13:15,0.004s,PASSED
"ExtentManager.createTest(""Login Test"")",Chrome 140.0.7339.81,,,05-09-2025 15:13:15,05-09-2025 15:13:15,0.002s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:15,05-09-2025 15:13:18,3.494s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:18,05-09-2025 15:13:24,5.814s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 15:13:24,05-09-2025 15:13:25,0.972s,PASSED
ExtentManager.flushReport(),Chrome 140.0.7339.81,,,05-09-2025 15:13:25,05-09-2025 15:13:25,0.182s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 15:13:25,05-09-2025 15:13:26,0.661s,PASSED
