Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DependentTestcase,Chrome 140.0.7339.128,,,15-09-2025 16:28:47,15-09-2025 16:29:46,59.555s,ERROR
,,,,,,,
Test Cases/TC_SignIn,Chrome 140.0.7339.128,,,15-09-2025 16:28:47,15-09-2025 16:29:13,25.812s,FAILED
"DATA BINDING - {""(Default) secti..."":""loginPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,Chrome 140.0.7339.128,,,15-09-2025 16:28:48,15-09-2025 16:28:59,11.299s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:28:59,15-09-2025 16:29:12,12.775s,FAILED
catch (Exception e),Chrome 140.0.7339.128,,,15-09-2025 16:29:12,15-09-2025 16:29:12,0.458s,PASSED
Finally,Chrome 140.0.7339.128,,,15-09-2025 16:29:12,15-09-2025 16:29:13,0.689s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.128,,,15-09-2025 16:29:13,15-09-2025 16:29:13,0.056s,ERROR
,,,,,,,
Test Cases/TC_ChangePassword,Chrome 140.0.7339.128,This testcase checks the change password functionality.,,15-09-2025 16:29:13,15-09-2025 16:29:46,32.681s,ERROR
"DATA BINDING - {""(Default) secti..."":""changePasswordPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : beforeTestCase,Chrome 140.0.7339.128,,,15-09-2025 16:29:13,15-09-2025 16:29:24,10.574s,PASSED
"ExtentManager.initReport(""ChangePasswordReport"")",Chrome 140.0.7339.128,,,15-09-2025 16:29:24,15-09-2025 16:29:24,0.005s,PASSED
"ExtentManager.createTest(""Change Password Test"")",Chrome 140.0.7339.128,,,15-09-2025 16:29:24,15-09-2025 16:29:24,0.002s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:24,15-09-2025 16:29:36,11.773s,FAILED
catch (Exception e),Chrome 140.0.7339.128,,,15-09-2025 16:29:36,15-09-2025 16:29:36,0.162s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:36,15-09-2025 16:29:39,2.664s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:39,15-09-2025 16:29:42,3.169s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:42,15-09-2025 16:29:45,2.846s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:45,0.104s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:45,0.024s,ERROR
catch (Exception e),Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:45,0.120s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:45,0.031s,ERROR
catch (Exception e),Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:45,0.112s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:45,15-09-2025 16:29:46,0.569s,PASSED
try,Chrome 140.0.7339.128,,,15-09-2025 16:29:46,15-09-2025 16:29:46,0.023s,PASSED
ExtentManager.flushReport(),Chrome 140.0.7339.128,,,15-09-2025 16:29:46,15-09-2025 16:29:46,0.113s,ERROR
Start listener action : closeTheBrowser,Chrome 140.0.7339.128,,,15-09-2025 16:29:46,15-09-2025 16:29:46,0.018s,ERROR
