Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 139.0.7258.155,Contains the test cases of luma,,03-09-2025 11:56:51,03-09-2025 11:59:47,2m - 56.044s,PASSED
,,,,,,,
Test Cases/RegisterUser,Chrome 139.0.7258.155,,,03-09-2025 11:56:52,03-09-2025 11:57:16,24.822s,PASSED
"DATA BINDING - {""(Default) filep..."":""Include/Data Files/login_data.json"",""(Default) regis..."":""registrarionSucccessPage""}",,,,,,,
Start listener action : openTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:56:52,03-09-2025 11:57:01,8.740s,PASSED
"logInfo(""Navigating to the registration page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:01,03-09-2025 11:57:01,0.018s,PASSED
"pages.HomePage.hoverOverMyAccount(findTestObject(""Object Repository/Home_Page/my_Account_Button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:01,03-09-2025 11:57:02,1.110s,PASSED
"pages.HomePage.clickOnRegister(findTestObject(""Object Repository/Home_Page/register_Button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:02,03-09-2025 11:57:04,2.452s,PASSED
"logInfo(""Navigated to the register page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:04,03-09-2025 11:57:04,0.004s,PASSED
"logInfo(""Entering the details to register an account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:04,03-09-2025 11:57:04,0.004s,PASSED
"fieldMappings = [[""id"":""input-firstname"", ""jsonKey"":""firstName""], [""id"":""input-lastname"", ""jsonKey"":""lastName""], [""id"":""input-email"", ""jsonKey"":""email""], [""id"":""input-telephone"", ""jsonKey"":""telephone""], [""id"":""input-password"", ""jsonKey"":""password""], [""id"":""input-confirm"", ""jsonKey"":""password""]]",Chrome 139.0.7258.155,,,03-09-2025 11:57:04,03-09-2025 11:57:04,0.007s,PASSED
fieldMappings.each({ -> ... }),Chrome 139.0.7258.155,,,03-09-2025 11:57:04,03-09-2025 11:57:11,6.344s,PASSED
"logInfo(""Details for registering an acccount have been set successfully"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:11,03-09-2025 11:57:11,0.004s,PASSED
"logInfo(""Navigating to the confirmation page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:11,03-09-2025 11:57:11,0.004s,PASSED
"pages.UserRegistrationPage.clickOnPolicyCheckBox(findTestObject(""Object Repository/Registration_Page/policy_CheckBox""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:11,03-09-2025 11:57:12,0.800s,PASSED
"pages.UserRegistrationPage.clickOnContinue(findTestObject(""Object Repository/Registration_Page/continue_Button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:12,03-09-2025 11:57:15,3.470s,PASSED
"logInfo(""Navigated to the confirmation page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:15,03-09-2025 11:57:15,0.004s,PASSED
"logInfo(""Verifying Account Creation Text"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:15,03-09-2025 11:57:15,0.003s,PASSED
"pages.AccountCreationPage.verifyText(findTestObject(""Object Repository/Account_Created_Page/account_Creation_Verification""), JsonFileReader.getJsonData(registrationSuccessPage, ""verify_Text"", filepath), ""Account Creation"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:15,03-09-2025 11:57:16,0.824s,PASSED
"logInfo(""Verified Account Creation Text"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.003s,PASSED
"logInfo(""Updating login details in JSON file"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.003s,PASSED
"JsonFileReader.updateJsonValue(""loginPage"", ""email"", JsonFileReader.getJsonData(registerPage, ""email"", filepath), filepath)",Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.136s,PASSED
"JsonFileReader.updateJsonValue(""loginPage"", ""password"", JsonFileReader.getJsonData(registerPage, ""password"", filepath), filepath)",Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.016s,PASSED
"logInfo(""Updated login details in JSON file"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.002s,PASSED
Start listener action : closeTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:57:16,03-09-2025 11:57:16,0.393s,PASSED
,,,,,,,
Test Cases/SignIn,Chrome 139.0.7258.155,,,03-09-2025 11:57:17,03-09-2025 11:57:34,17.898s,PASSED
"DATA BINDING - {""(Default) secti..."":""loginPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:57:17,03-09-2025 11:57:25,8.298s,PASSED
"logInfo(""Navigating to the sign in page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:25,03-09-2025 11:57:25,0.004s,PASSED
"pages.HomePage.hoverOverMyAccount(findTestObject(""Object Repository/Home_Page/my_Account_Button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:25,03-09-2025 11:57:26,0.744s,PASSED
"pages.HomePage.clickOnLogin(findTestObject(""Object Repository/Home_Page/login_Button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:26,03-09-2025 11:57:28,2.376s,PASSED
"logInfo(""Navigated to the sign in page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:28,03-09-2025 11:57:28,0.002s,PASSED
"logInfo(""Signing into the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:28,03-09-2025 11:57:28,0.003s,PASSED
"loginFields = [[""id"":""input-email"", ""jsonKey"":""email""], [""id"":""input-password"", ""jsonKey"":""password""]]",Chrome 139.0.7258.155,,,03-09-2025 11:57:28,03-09-2025 11:57:28,0.002s,PASSED
loginFields.each({ -> ... }),Chrome 139.0.7258.155,,,03-09-2025 11:57:28,03-09-2025 11:57:30,2.157s,PASSED
"pages.LoginPage.clickOnLoginButton(findTestObject(""Object Repository/LoginPage/Login_button""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:30,03-09-2025 11:57:33,2.858s,PASSED
"logInfo(""Signed into the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:33,03-09-2025 11:57:33,0.007s,PASSED
"logInfo(""Verifying My Account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:33,03-09-2025 11:57:33,0.004s,PASSED
"pages.AccountPage.verifyMyAccount(findTestObject(""Object Repository/AccountPage/my_Account_verification""), JsonFileReader.getJsonData(section, ""verification_text"", filepath))",Chrome 139.0.7258.155,,,03-09-2025 11:57:33,03-09-2025 11:57:34,0.827s,PASSED
"logInfo(""Verified My Account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:34,03-09-2025 11:57:34,0.004s,PASSED
Start listener action : closeTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:57:34,03-09-2025 11:57:34,0.345s,PASSED
,,,,,,,
Test Cases/ChangePasswordFunctionality,Chrome 139.0.7258.155,This testcase checks the change password functionality.,,03-09-2025 11:57:34,03-09-2025 11:58:00,25.826s,PASSED
"DATA BINDING - {""(Default) secti..."":""changePasswordPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:57:34,03-09-2025 11:57:42,7.892s,PASSED
"logInfo(""Signing into the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:43,03-09-2025 11:57:43,0.003s,PASSED
"callTestCase(findTestCase(""Test Cases/SignIn""), [:])",Chrome 139.0.7258.155,,,03-09-2025 11:57:43,03-09-2025 11:57:52,9.746s,PASSED
"logInfo(""Signed into the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:52,03-09-2025 11:57:52,0.002s,PASSED
"logInfo(""Navigating to change password page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:52,03-09-2025 11:57:52,0.003s,PASSED
"pages.AccountPage.clickOnChangePassword(findTestObject(""Object Repository/AccountPage/changePassword""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:52,03-09-2025 11:57:54,1.986s,PASSED
"logInfo(""Navigated to change password page"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:54,03-09-2025 11:57:54,0.002s,PASSED
"logInfo(""Setting up a new password"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:54,03-09-2025 11:57:54,0.001s,PASSED
"pages.PasswordChangePage.inputChangePassword(findTestObject(""Object Repository/ChangePasswordPage/inputPassword""), JsonFileReader.getJsonData(section, ""password"", filepath))",Chrome 139.0.7258.155,,,03-09-2025 11:57:54,03-09-2025 11:57:55,1.143s,PASSED
"pages.PasswordChangePage.inputConfirmPassword(findTestObject(""Object Repository/ChangePasswordPage/inputConfirmPassword""), JsonFileReader.getJsonData(section, ""confirmPassword"", filepath))",Chrome 139.0.7258.155,,,03-09-2025 11:57:55,03-09-2025 11:57:57,1.042s,PASSED
"pages.PasswordChangePage.clickOnSubmit(findTestObject(""Object Repository/ChangePasswordPage/submitButton""))",Chrome 139.0.7258.155,,,03-09-2025 11:57:57,03-09-2025 11:57:57,0.728s,PASSED
"logInfo(""New password has been set successfully"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:57,03-09-2025 11:57:57,0.001s,PASSED
"logInfo(""Verifying Password Change Text"")",Chrome 139.0.7258.155,,,03-09-2025 11:57:57,03-09-2025 11:57:57,0.002s,PASSED
"pages.AccountPage.verifyPasswordChange(findTestObject(""Object Repository/AccountPage/passwordChangedText""), JsonFileReader.getJsonData(section, ""verifyText"", filepath))",Chrome 139.0.7258.155,,,03-09-2025 11:57:57,03-09-2025 11:58:00,2.601s,PASSED
"logInfo(""Verified Password Change Text"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:00,0.003s,PASSED
"logInfo(""Updating login password in JSON file"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:00,0.001s,PASSED
"JsonFileReader.updateJsonValue(""loginPage"", ""password"", JsonFileReader.getJsonData(section, ""password"", filepath), filepath)",Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:00,0.009s,PASSED
"logInfo(""Updated login password in JSON file"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:00,0.001s,PASSED
Start listener action : closeTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:00,0.369s,PASSED
,,,,,,,
Test Cases/AddToCart,Chrome 139.0.7258.155,This testcase checks the functionality of add to cart functionality,,03-09-2025 11:58:00,03-09-2025 11:58:55,54.858s,PASSED
"DATA BINDING - {""(Default) order..."":""OrderPlacedPage"",""(Default) filep..."":""Include/Data Files/login_data.json"",""(Default) cartP..."":""CartPage""}",,,,,,,
Start listener action : openTheBrowser,Chrome 139.0.7258.155,,,03-09-2025 11:58:00,03-09-2025 11:58:08,7.554s,PASSED
"logInfo(""Signing into the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:08,03-09-2025 11:58:08,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/SignIn""), [:])",Chrome 139.0.7258.155,,,03-09-2025 11:58:08,03-09-2025 11:58:18,9.847s,PASSED
"logInfo(""Signed in to the account"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:18,03-09-2025 11:58:18,0.001s,PASSED
"logInfo(""Navigating to the product page"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:18,03-09-2025 11:58:18,0.002s,PASSED
"pages.HomePage.clickOnShopByCategory(findTestObject(""Object Repository/Home_Page/shopByCategory""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:18,03-09-2025 11:58:19,0.671s,PASSED
"pages.HomePage.clickOnComponents(findTestObject(""Object Repository/Home_Page/components""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:19,03-09-2025 11:58:24,5.260s,PASSED
"pages.ComponentsPage.clickOnInstock(findTestObject(""Object Repository/CompenentsPage/instockLabel""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:24,03-09-2025 11:58:25,0.955s,PASSED
"logInfo(""Navigated to the product page"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:25,03-09-2025 11:58:25,0.005s,PASSED
"logInfo(""Adding the product to the cart"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:25,03-09-2025 11:58:25,0.006s,PASSED
"pages.ComponentsPage.clickOnProduct(findTestObject(""Object Repository/CompenentsPage/productName""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:25,03-09-2025 11:58:31,6.287s,PASSED
"pages.ProductPage.clickOnAddToCart(findTestObject(""Object Repository/ProductPage/addToCartButton""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:31,03-09-2025 11:58:32,1.034s,PASSED
"logInfo(""Product added to Cart"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:32,03-09-2025 11:58:32,0.003s,PASSED
"logInfo(""Navigating to the checkout page"")",Chrome 139.0.7258.155,,,03-09-2025 11:58:32,03-09-2025 11:58:32,0.002s,PASSED
"pages.ProductPage.clickOnViewCart(findTestObject(""Object Repository/ProductPage/viewCartButton""))",Chrome 139.0.7258.155,,,03-09-2025 11:58:32,03-09-2025 11:58:36,4.153s,PASSED
