Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 139.0.7258.155,Contains the test cases of luma,,02-09-2025 15:06:14,02-09-2025 15:08:35,2m - 21.675s,PASSED
,,,,,,,
Test Cases/RegisterUser,Chrome 139.0.7258.155,,,02-09-2025 15:06:14,02-09-2025 15:06:40,25.667s,PASSED
"DATA BINDING - {""(Default) secti..."":""register"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 139.0.7258.155,,,02-09-2025 15:06:14,02-09-2025 15:06:24,9.507s,PASSED
"logInfo(""Hovered over My Account"")",Chrome 139.0.7258.155,,,02-09-2025 15:06:24,02-09-2025 15:06:24,0.023s,PASSED
"pages.HomePage.hoverOverMyAccount(findTestObject(""Object Repository/Home_Page/my_Account_Button""))",Chrome 139.0.7258.155,,,02-09-2025 15:06:24,02-09-2025 15:06:25,1.240s,PASSED
"logInfo(""Clicked on Register"")",Chrome 139.0.7258.155,,,02-09-2025 15:06:25,02-09-2025 15:06:25,0.004s,PASSED
"pages.HomePage.clickOnRegister(findTestObject(""Object Repository/Home_Page/register_Button""))",Chrome 139.0.7258.155,,,02-09-2025 15:06:25,02-09-2025 15:06:28,2.564s,PASSED
"logInfo(""Entered First Name"")",Chrome 139.0.7258.155,,,02-09-2025 15:06:28,02-09-2025 15:06:28,0.003s,PASSED
"pages.UserRegistrationPage.inputFirstName(findTestObject(""Object Repository/Registration_Page/first_Name_Input_Box""), JsonFileReader.getJsonData(section, ""firstName"", filepath))",Chrome 139.0.7258.155,,,02-09-2025 15:06:28,02-09-2025 15:06:29,1.278s,PASSED
"logInfo(""Entered Last Name"")",Chrome 139.0.7258.155,,,02-09-2025 15:06:29,02-09-2025 15:06:29,0.017s,PASSED
"pages.UserRegistrationPage.inputLastName(findTestObject(""Object Repository/Registration_Page/last_Name_Input_Box""), JsonFileReader.getJsonData(section, ""lastName"", filepath))",Chrome 139.0.7258.155,,,02-09-2025 15:06:29,02-09-2025 15:06:30,0.976s,PASSED
