Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 140.0.7339.81,Contains the test cases of luma,,08-09-2025 15:35:51,08-09-2025 15:37:28,1m - 37.113s,FAILED
,,,,,,,
Test Cases/TC_SignIn_Success,Chrome 140.0.7339.81,,,08-09-2025 15:35:52,08-09-2025 15:36:20,28.653s,FAILED
"DATA BINDING - {""(Default) secti..."":""loginPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,08-09-2025 15:35:52,08-09-2025 15:36:04,12.326s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:36:05,08-09-2025 15:36:19,14.564s,FAILED
ExtentManager.flushReport(),Chrome 140.0.7339.81,,,08-09-2025 15:36:19,08-09-2025 15:36:20,0.668s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.81,,,08-09-2025 15:36:20,08-09-2025 15:36:20,0.499s,PASSED
,,,,,,,
Test Cases/TC_AddToCart,Chrome 140.0.7339.81,This testcase checks the functionality of add to cart functionality,,08-09-2025 15:36:20,08-09-2025 15:37:28,1m - 7.689s,PASSED
"DATA BINDING - {""(Default) categ..."":"" Components"",""(Default) order..."":""OrderPlacedPage"",""(Default) filep..."":""Include/Data Files/login_data.json"",""(Default) cartP..."":""CartPage""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,08-09-2025 15:36:20,08-09-2025 15:36:32,11.298s,PASSED
"ExtentManager.initReport(""OrderPlacementReport"")",Chrome 140.0.7339.81,,,08-09-2025 15:36:32,08-09-2025 15:36:32,0.005s,PASSED
"ExtentManager.createTest(""Place Order Test"")",Chrome 140.0.7339.81,,,08-09-2025 15:36:32,08-09-2025 15:36:32,0.002s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:36:32,08-09-2025 15:36:46,14.211s,FAILED
catch (Exception e),Chrome 140.0.7339.81,,,08-09-2025 15:36:46,08-09-2025 15:36:46,0.097s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:36:46,08-09-2025 15:36:52,5.916s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:36:52,08-09-2025 15:37:01,8.851s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:01,08-09-2025 15:37:07,5.896s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:07,08-09-2025 15:37:11,3.705s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:11,08-09-2025 15:37:17,6.269s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:17,08-09-2025 15:37:20,2.492s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:20,08-09-2025 15:37:24,4.340s,PASSED
try,Chrome 140.0.7339.81,,,08-09-2025 15:37:24,08-09-2025 15:37:28,3.627s,PASSED
ExtentManager.flushReport(),Chrome 140.0.7339.81,,,08-09-2025 15:37:28,08-09-2025 15:37:28,0.094s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.81,,,08-09-2025 15:37:28,08-09-2025 15:37:28,0.384s,PASSED
