Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite,Chrome 140.0.7339.81,Contains the test cases of luma,,05-09-2025 12:05:52,05-09-2025 12:10:03,4m - 11.603s,PASSED
,,,,,,,
Test Cases/RegisterUser,Chrome 140.0.7339.81,,,05-09-2025 12:05:53,05-09-2025 12:06:49,56.042s,PASSED
"DATA BINDING - {""(Default) filep..."":""Include/Data Files/login_data.json"",""(Default) regis..."":""registrarionSucccessPage""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 12:05:53,05-09-2025 12:06:11,18.164s,PASSED
"ExtentManager.initReport(""UserRegistrationReport"")",Chrome 140.0.7339.81,,,05-09-2025 12:06:12,05-09-2025 12:06:14,2.479s,PASSED
"ExtentManager.createTest(""User Registration Test"")",Chrome 140.0.7339.81,,,05-09-2025 12:06:14,05-09-2025 12:06:14,0.019s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:06:14,05-09-2025 12:06:28,14.182s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:06:28,05-09-2025 12:06:37,8.499s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:06:37,05-09-2025 12:06:46,8.828s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:06:46,05-09-2025 12:06:47,0.802s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:06:47,05-09-2025 12:06:47,0.249s,PASSED
ExtentManager.flushReport(),Chrome 140.0.7339.81,,,05-09-2025 12:06:47,05-09-2025 12:06:48,1.193s,PASSED
Start listener action : closeTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 12:06:48,05-09-2025 12:06:49,0.663s,PASSED
,,,,,,,
Test Cases/SignIn,Chrome 140.0.7339.81,,,05-09-2025 12:06:49,05-09-2025 12:07:23,34.039s,PASSED
"DATA BINDING - {""(Default) secti..."":""loginPage"",""(Default) filep..."":""Include/Data Files/login_data.json""}",,,,,,,
Start listener action : openTheBrowser,Chrome 140.0.7339.81,,,05-09-2025 12:06:49,05-09-2025 12:07:07,18.498s,PASSED
"ExtentManager.initReport(""LoginTestReport"")",Chrome 140.0.7339.81,,,05-09-2025 12:07:08,05-09-2025 12:07:08,0.011s,PASSED
"ExtentManager.createTest(""Login Test"")",Chrome 140.0.7339.81,,,05-09-2025 12:07:08,05-09-2025 12:07:08,0.006s,PASSED
try,Chrome 140.0.7339.81,,,05-09-2025 12:07:08,05-09-2025 12:07:12,4.861s,PASSED
